question,model,prompt_template,response_time,status,match,sql_query,sql_result
Which cities have tropical climate?,mistral,rag_style,15.785768985748293,sql_error,False,,
Is it cloudy in Berlin?,mistral,rag_style,42.19793152809143,sql_error,False,,
What's the temperature in Fort Worth?,mistral,rag_style,40.971842527389526,sql_error,False,,
Where is it the coldest?,mistral,rag_style,42.777405977249146,sql_error,False,,
Which cities have temperate climate?,mistral,rag_style,13.65956449508667,sql_error,False,,
WHere is it the hotest?,mistral,rag_style,38.95755624771118,no_sql,False,,
Where is the sky clear?,mistral,rag_style,26.38328528404236,ok,False,SELECT City FROM Weather WHERE Weather = 'sunny',"New York, Phoenix, Cairo"
Where is it 20 degrees?,mistral,rag_style,26.31863260269165,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,rag_style,48.16938924789429,sql_error,False,,
Where is it raining?,mistral,conversational,26.53765845298767,sql_error,False,,
Where is it the hottest?,mistral,conversational,13.242024898529053,sql_error,False,,
What is the temperature in Warsaw?,mistral,conversational,14.587307214736938,sql_error,False,,
Which cities have tropical climate?,mistral,conversational,15.4241840839386,sql_error,False,,
Is it cloudy in Berlin?,mistral,conversational,17.994589805603027,sql_error,False,,
What's the temperature in Fort Worth?,mistral,conversational,17.049531936645508,sql_error,False,,
Where is it the coldest?,mistral,conversational,16.029407739639282,sql_error,False,,
Which cities have temperate climate?,mistral,conversational,16.13999032974243,sql_error,False,,
WHere is it the hotest?,mistral,conversational,14.28048610687256,sql_error,False,,
Where is the sky clear?,mistral,conversational,13.624726295471191,sql_error,False,,
Where is it 20 degrees?,mistral,conversational,14.150468349456789,sql_error,False,,
What is the average temperature in sunny cities?,mistral,conversational,19.63927173614502,sql_error,False,,
Where is it raining?,mistral,default,72.47953057289124,sql_error,False,,
Where is it the hottest?,mistral,default,13.624270677566528,ok,True,"SELECT City, MAX(Temperature) FROM Weather GROUP BY City","Bangalore, 28, Beijing, 24, Buenos Aires, 23, Cairo, 32, Cape Town, 19, Chicago, 18, Houston, 30, Johannesburg, 20, London, 18, Los Angeles, 25, Moscow, 15, Mumbai, 30, New York, 22, Paris, 21, Phoenix, 35, Rio de Janeiro, 29, Sydney, 22, Tokyo, 26, Toronto, 20, Warsaw, 16"
What is the temperature in Warsaw?,mistral,default,15.298528671264648,ok,True,SELECT Temperature FROM Weather WHERE City LIKE '%Warsaw%',16
Which cities have tropical climate?,mistral,default,13.306467056274414,ok,False,"SELECT City, Climate FROM Weather WHERE Climate = 'tropical'","Rio de Janeiro, tropical"
Is it cloudy in Berlin?,mistral,default,18.218218326568604,ok,False,"SELECT City, Weather FROM Weather WHERE City = 'Berlin' AND Weather LIKE '%cloudy%'",
What's the temperature in Fort Worth?,mistral,default,15.367867708206177,ok,False,SELECT Temperature FROM Weather WHERE City LIKE '%Fort Worth%',
Where is it the coldest?,mistral,default,19.446561098098755,ok,True,"SELECT City, MIN(Temperature) as coldest_temperature FROM Weather GROUP BY City","Bangalore, 28, Beijing, 24, Buenos Aires, 23, Cairo, 32, Cape Town, 19, Chicago, 18, Houston, 30, Johannesburg, 20, London, 18, Los Angeles, 25, Moscow, 15, Mumbai, 30, New York, 22, Paris, 21, Phoenix, 35, Rio de Janeiro, 29, Sydney, 22, Tokyo, 26, Toronto, 20, Warsaw, 16"
Which cities have temperate climate?,mistral,default,14.773947715759276,ok,True,"SELECT City, Climate FROM Weather WHERE Climate = 'temperate'","New York, temperate, Warsaw, temperate, Paris, temperate"
WHere is it the hotest?,mistral,default,13.708266496658323,ok,False,"SELECT City, Weather FROM Weather WHERE Climate LIKE '%honest%'",
Where is the sky clear?,mistral,default,12.655063152313232,ok,True,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%clear%'","Tokyo, clear, Buenos Aires, clear"
Where is it 20 degrees?,mistral,default,12.917417764663696,ok,True,"SELECT City, Temperature FROM Weather WHERE Temperature = 20","Toronto, 20, Johannesburg, 20"
What is the average temperature in sunny cities?,mistral,default,24.135926961898804,sql_error,False,,
Where is it raining?,mistral,schema_only,30.91059374809265,sql_error,False,,
Where is it the hottest?,mistral,schema_only,42.79824590682984,sql_error,False,,
What is the temperature in Warsaw?,mistral,schema_only,40.70019006729126,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,schema_only,29.303950786590576,ok,False,SELECT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,mistral,schema_only,37.60410666465759,ok,False,SELECT City FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,mistral,schema_only,40.68042016029358,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,schema_only,39.720351219177246,ok,True,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
Which cities have temperate climate?,mistral,schema_only,14.115464210510254,sql_error,False,,
WHere is it the hotest?,mistral,schema_only,46.10697436332703,no_sql,False,,
Where is the sky clear?,mistral,schema_only,25.28947806358337,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,schema_only,25.638023376464844,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,schema_only,44.78779649734497,no_sql,False,,
Where is it raining?,mistral,instructional,60.28090310096741,sql_error,False,,
Where is it the hottest?,mistral,instructional,35.81113696098328,ok,False,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
What is the temperature in Warsaw?,mistral,instructional,37.34582543373108,sql_error,False,,
Which cities have tropical climate?,mistral,instructional,45.13736248016357,sql_error,False,,
Is it cloudy in Berlin?,mistral,instructional,38.76528644561768,sql_error,False,,
What's the temperature in Fort Worth?,mistral,instructional,36.17566704750061,sql_error,False,,
Where is it the coldest?,mistral,instructional,38.97305369377136,ok,True,SELECT City FROM Weather WHERE Temperature = (SELECT MIN(Temperature) FROM Weather),Moscow
Which cities have temperate climate?,mistral,instructional,43.74791574478149,sql_error,False,,
WHere is it the hotest?,mistral,instructional,42.75333118438721,no_sql,False,,
Where is the sky clear?,mistral,instructional,45.51685500144959,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,instructional,37.12303137779236,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,instructional,35.67931818962097,sql_error,False,,
Where is it raining?,mistral,few_shot,52.92497634887695,sql_error,False,,
Where is it the hottest?,mistral,few_shot,33.59987163543701,sql_error,False,,
What is the temperature in Warsaw?,mistral,few_shot,24.44162511825561,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,few_shot,39.49379014968872,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,mistral,few_shot,36.459113359451294,ok,False,SELECT City FROM Weather WHERE Weather LIKE '%cloudy%' AND City = 'Berlin',
What's the temperature in Fort Worth?,mistral,few_shot,13.104494571685793,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,few_shot,12.967830896377563,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,mistral,few_shot,13.614458560943604,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%temperate%',"New York, Warsaw, London, Paris"
WHere is it the hotest?,mistral,few_shot,37.91867733001709,no_sql,False,,
Where is the sky clear?,mistral,few_shot,21.74397754669189,sql_error,False,,
Where is it 20 degrees?,mistral,few_shot,9.781421899795532,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,few_shot,37.14778447151184,no_sql,False,,
Where is it raining?,mistral,rag_style,53.80833148956299,sql_error,False,,
Where is it the hottest?,mistral,rag_style,40.68674540519714,sql_error,False,,
What is the temperature in Warsaw?,mistral,rag_style,39.22764039039612,no_sql,False,,
Which cities have tropical climate?,mistral,rag_style,13.355562448501589,sql_error,False,,
Is it cloudy in Berlin?,mistral,rag_style,41.3877182006836,sql_error,False,,
What's the temperature in Fort Worth?,mistral,rag_style,45.36369967460632,sql_error,False,,
Where is it the coldest?,mistral,rag_style,44.90420055389404,sql_error,False,,
Which cities have temperate climate?,mistral,rag_style,14.97976279258728,sql_error,False,,
WHere is it the hotest?,mistral,rag_style,43.84983253479004,no_sql,False,,
Where is the sky clear?,mistral,rag_style,28.769538640975952,ok,False,SELECT City FROM Weather WHERE Weather = 'sunny',"New York, Phoenix, Cairo"
Where is it 20 degrees?,mistral,rag_style,24.71193027496338,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,rag_style,41.54282093048096,sql_error,False,,
Where is it raining?,mistral,conversational,24.793466329574585,sql_error,False,,
Where is it the hottest?,mistral,conversational,13.969171524047852,sql_error,False,,
What is the temperature in Warsaw?,mistral,conversational,15.290669202804564,sql_error,False,,
Which cities have tropical climate?,mistral,conversational,13.313167572021484,sql_error,False,,
Is it cloudy in Berlin?,mistral,conversational,17.68569803237915,sql_error,False,,
What's the temperature in Fort Worth?,mistral,conversational,14.5033757686615,sql_error,False,,
Where is it the coldest?,mistral,conversational,15.91522216796875,sql_error,False,,
Which cities have temperate climate?,mistral,conversational,15.817607164382936,sql_error,False,,
WHere is it the hotest?,mistral,conversational,12.500281810760498,sql_error,False,,
Where is the sky clear?,mistral,conversational,11.363691806793211,sql_error,False,,
Where is it 20 degrees?,mistral,conversational,12.231011152267456,sql_error,False,,
What is the average temperature in sunny cities?,mistral,conversational,15.730690479278564,sql_error,False,,
Where is it raining?,phi3:mini,default,35.46971130371094,sql_error,False,,
Where is it the hottest?,phi3:mini,default,53.67831492424011,sql_error,False,,
What is the temperature in Warsaw?,phi3:mini,default,8.570973873138428,ok,True,"SELECT City, Temperature FROM Weather WHERE City = 'Warsaw'","Warsaw, 16"
Which cities have tropical climate?,phi3:mini,default,6.464481830596924,ok,False,SELECT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,phi3:mini,default,11.08695149421692,ok,False,SELECT City FROM Weather WHERE City = 'Berlin' AND (Weather LIKE '%cloudy%' OR Weather = 'cloudy'),
What's the temperature in Fort Worth?,phi3:mini,default,47.29227375984192,ok,False,"SELECT City, Temperature FROM Weather WHERE City = 'Fort Worth'",
Where is it the coldest?,phi3:mini,default,9.610941648483276,ok,True,SELECT City FROM Weather WHERE Temperature = (SELECT MIN(Temperature) FROM Weather),Moscow
Which cities have temperate climate?,phi3:mini,default,6.739057779312134,ok,True,SELECT City FROM Weather WHERE Climate = 'temperate',"New York, Warsaw, Paris"
WHere is it the hotest?,phi3:mini,default,51.95261764526367,sql_error,False,,
Where is the sky clear?,phi3:mini,default,13.019536972045898,ok,True,SELECT City FROM Weather WHERE Weather LIKE '%clear%',"Tokyo, Buenos Aires"
Where is it 20 degrees?,phi3:mini,default,28.693881511688232,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,phi3:mini,default,15.535938501358032,sql_error,False,,
Where is it raining?,phi3:mini,schema_only,30.20492911338806,sql_error,False,,
Where is it the hottest?,phi3:mini,schema_only,23.207216262817383,sql_error,False,,
What is the temperature in Warsaw?,phi3:mini,schema_only,30.264886379241943,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,phi3:mini,schema_only,50.64399695396423,ok,False,SELECT DISTINCT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,phi3:mini,schema_only,52.3423080444336,ok,False,SELECT * FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,phi3:mini,schema_only,77.48940515518188,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,phi3:mini,schema_only,31.89383602142334,sql_error,False,,
Which cities have temperate climate?,phi3:mini,schema_only,32.078935623168945,sql_error,False,,
WHere is it the hotest?,phi3:mini,schema_only,27.185408353805546,no_sql,False,,
Where is the sky clear?,phi3:mini,schema_only,45.72847270965576,ok,True,"SELECT City, Weather FROM Weather WHERE Weather = 'clear'","Tokyo, clear, Buenos Aires, clear"
Where is it 20 degrees?,phi3:mini,schema_only,29.97173118591309,ok,True,"SELECT City, Temperature FROM Weather WHERE Temperature = 20","Toronto, 20, Johannesburg, 20"
What is the average temperature in sunny cities?,phi3:mini,schema_only,68.87520456314087,sql_error,False,,
Where is it raining?,phi3:mini,instructional,25.024573802948,sql_error,False,,
Where is it the hottest?,phi3:mini,instructional,29.39241337776184,sql_error,False,,
What is the temperature in Warsaw?,phi3:mini,instructional,17.474031448364258,ok,True,"SELECT City, Temperature FROM Weather WHERE City = 'Warsaw'","Warsaw, 16"
Which cities have tropical climate?,phi3:mini,instructional,8.5986328125,ok,False,SELECT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,phi3:mini,instructional,37.633092164993286,ok,False,SELECT City FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,phi3:mini,instructional,65.4094660282135,ok,False,"SELECT City, Temperature FROM Weather WHERE City = 'Fort Worth'",
Where is it the coldest?,phi3:mini,instructional,18.316511631011963,sql_error,False,,
Which cities have temperate climate?,phi3:mini,instructional,30.391527891159058,ok,True,SELECT City FROM Weather WHERE Climate = 'temperate',"New York, Warsaw, Paris"
WHere is it the hotest?,phi3:mini,instructional,27.357924699783325,ok,False,SELECT City FROM Weather WHERE Weather = 'sunny' AND Climate LIKE '%temperate%',New York
Where is the sky clear?,phi3:mini,instructional,6.03781270980835,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,phi3:mini,instructional,12.977611780166626,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,phi3:mini,instructional,18.24313974380493,sql_error,False,,
Where is it raining?,phi3:mini,few_shot,20.658877849578857,sql_error,False,,
Where is it the hottest?,phi3:mini,few_shot,9.78614592552185,ok,True,"SELECT TOP 1 City, MAX(Temperature) as highest_temperature FROM Weather GROUP BY City ORDER BY highest_temperature DESC","Phoenix, 35"
What is the temperature in Warsaw?,phi3:mini,few_shot,20.041302919387817,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,phi3:mini,few_shot,11.918665885925291,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,phi3:mini,few_shot,28.53626298904419,ok,False,SELECT City FROM Weather WHERE Weather LIKE '%cloud%',"Los Angeles, Chicago, Toronto, Cape Town, Moscow"
What's the temperature in Fort Worth?,phi3:mini,few_shot,7.389148473739624,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,phi3:mini,few_shot,8.56808590888977,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,phi3:mini,few_shot,5.873845100402832,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%temperate%',"New York, Warsaw, London, Paris"
WHere is it the hotest?,phi3:mini,few_shot,21.058188438415527,no_sql,False,,
Where is the sky clear?,phi3:mini,few_shot,5.933811187744141,ok,True,SELECT City FROM Weather WHERE Weather LIKE '%clear%',"Tokyo, Buenos Aires"
Where is it 20 degrees?,phi3:mini,few_shot,5.267440557479858,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,phi3:mini,few_shot,17.781585693359375,no_sql,False,,
Where is it raining?,phi3:mini,rag_style,32.23683023452759,ok,True,SELECT City FROM Weather WHERE Weather = 'rainy',Bangalore
Where is it the hottest?,phi3:mini,rag_style,21.120596408844,sql_error,False,,
What is the temperature in Warsaw?,phi3:mini,rag_style,19.179107904434204,ok,True,"SELECT City, Temperature FROM Weather WHERE City = 'Warsaw'","Warsaw, 16"
Which cities have tropical climate?,phi3:mini,rag_style,21.41291069984436,ok,False,SELECT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,phi3:mini,rag_style,21.97378730773925,ok,False,SELECT City FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,phi3:mini,rag_style,22.66642165184021,ok,False,"SELECT City, Temperature FROM Weather WHERE City = 'Fort Worth'",
Where is it the coldest?,phi3:mini,rag_style,22.75504326820373,sql_error,False,,
Which cities have temperate climate?,phi3:mini,rag_style,23.85748815536499,ok,True,SELECT City FROM Weather WHERE Climate = 'temperate',"New York, Warsaw, Paris"
WHere is it the hotest?,phi3:mini,rag_style,18.75366163253784,no_sql,False,,
Where is the sky clear?,phi3:mini,rag_style,30.925095319747925,ok,False,SELECT City FROM Weather WHERE Weather = 'sunny',"New York, Phoenix, Cairo"
Where is it 20 degrees?,phi3:mini,rag_style,6.6644604206085205,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,phi3:mini,rag_style,20.98857092857361,sql_error,False,,
Where is it raining?,phi3:mini,conversational,11.766876459121704,sql_error,False,,
Where is it the hottest?,phi3:mini,conversational,9.670984268188477,sql_error,False,,
What is the temperature in Warsaw?,phi3:mini,conversational,8.36170768737793,sql_error,False,,
Which cities have tropical climate?,phi3:mini,conversational,8.386159896850586,sql_error,False,,
Is it cloudy in Berlin?,phi3:mini,conversational,10.744333505630491,sql_error,False,,
What's the temperature in Fort Worth?,phi3:mini,conversational,11.241246461868286,sql_error,False,,
Where is it the coldest?,phi3:mini,conversational,12.69064998626709,sql_error,False,,
Which cities have temperate climate?,phi3:mini,conversational,9.692751407623293,sql_error,False,,
WHere is it the hotest?,phi3:mini,conversational,7.163317441940308,sql_error,False,,
Where is the sky clear?,phi3:mini,conversational,8.768663167953491,sql_error,False,,
Where is it 20 degrees?,phi3:mini,conversational,7.229383230209351,sql_error,False,,
What is the average temperature in sunny cities?,phi3:mini,conversational,21.21274971961975,sql_error,False,,
Where is it raining?,tscholak/1zha5ono,tscholak/1zha5ono,2.219001054763794,sql_error,False,,
Where is it raining?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.0938303470611572,ok,True,SELECT City FROM Weather WHERE Weather = 'rainy',Bangalore
Where is it the hottest?,tscholak/1zha5ono,tscholak/1zha5ono,2.1790783405303955,sql_error,False,,
Where is it the hottest?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,2.536137819290161,sql_error,False,,
What is the temperature in Warsaw?,tscholak/1zha5ono,tscholak/1zha5ono,3.046994924545288,ok,False,select Temperature FROM Weather where City in (select City FROM Weather where Weather = 'Warsaw'),
What is the temperature in Warsaw?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,3.062110424041748,sql_error,False,,
Which cities have tropical climate?,tscholak/1zha5ono,tscholak/1zha5ono,2.128722667694092,ok,False,select City FROM Weather where Climate = 'tropical',Rio de Janeiro
Which cities have tropical climate?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.3922946453094482,sql_error,False,,
Is it cloudy in Berlin?,tscholak/1zha5ono,tscholak/1zha5ono,1.998715877532959,ok,False,select Weather FROM Weather where City like '%berlin%',
Is it cloudy in Berlin?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.1922578811645508,sql_error,False,,
What's the temperature in Fort Worth?,tscholak/1zha5ono,tscholak/1zha5ono,2.7367732524871826,ok,False,select Temperature FROM Weather where City = 'Fort Worth',
What's the temperature in Fort Worth?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.1790668964385986,sql_error,False,,
Where is it the coldest?,tscholak/1zha5ono,tscholak/1zha5ono,2.506117105484009,sql_error,False,,
Where is it the coldest?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.175762176513672,sql_error,False,,
Which cities have temperate climate?,tscholak/1zha5ono,tscholak/1zha5ono,1.687551975250244,ok,True,select distinct City FROM Weather where Temperature >= 2,"Bangalore, Beijing, Buenos Aires, Cairo, Cape Town, Chicago, Houston, Johannesburg, London, Los Angeles, Moscow, Mumbai, New York, Paris, Phoenix, Rio de Janeiro, Sydney, Tokyo, Toronto, Warsaw"
Which cities have temperate climate?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.1245613098144531,sql_error,False,,
WHere is it the hotest?,tscholak/1zha5ono,tscholak/1zha5ono,3.1082117557525635,ok,False,select Weather FROM Weather as t1 where Weather = 'good' or Weather = 'bad',
WHere is it the hotest?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.1117761135101318,sql_error,False,,
Where is the sky clear?,tscholak/1zha5ono,tscholak/1zha5ono,1.5980353355407717,ok,False,select City FROM Weather where Temperature > 4000,
Where is the sky clear?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.628650188446045,sql_error,False,,
Where is it 20 degrees?,tscholak/1zha5ono,tscholak/1zha5ono,1.7749252319335938,ok,False,select City FROM Weather where Temperature > 20,"New York, Los Angeles, Houston, Phoenix, Bangalore, Paris, Tokyo, Sydney, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires"
Where is it 20 degrees?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.1381208896636963,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,tscholak/1zha5ono,tscholak/1zha5ono,5.842366456985474,sql_error,False,,
What is the average temperature in sunny cities?,juierror/text-to-sql-with-table-schema,juierror/text-to-sql-with-table-schema,1.1768875122070312,ok,False,SELECT AVG(Temperature) FROM Weather WHERE City = 'sunny',None
Where is it raining?,gpt-4o-mini,default,1.3567512035369873,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,default,1.1691954135894775,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature DESC","Phoenix, 35"
What is the temperature in Warsaw?,gpt-4o-mini,default,0.7851459980010986,ok,True,"SELECT Temperature, City FROM Weather WHERE City LIKE '%Warsaw%'","16, Warsaw"
Which cities have tropical climate?,gpt-4o-mini,default,20.839682579040527,ok,True,"SELECT City, Climate FROM Weather WHERE Climate LIKE '%tropical%'","Houston, humid subtropical, Bangalore, tropical savanna, Tokyo, humid subtropical, Sydney, humid subtropical, Rio de Janeiro, tropical, Mumbai, tropical monsoon, Buenos Aires, humid subtropical, Johannesburg, subtropical highland"
Is it cloudy in Berlin?,gpt-4o-mini,default,20.92485809326172,ok,False,"SELECT Weather, City FROM Weather WHERE City LIKE '%Berlin%' AND Weather LIKE '%cloudy%'",
What's the temperature in Fort Worth?,gpt-4o-mini,default,20.776699781417847,ok,False,SELECT Temperature FROM Weather WHERE City LIKE '%Fort Worth%',
Where is it the coldest?,gpt-4o-mini,default,20.90907335281372,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,gpt-4o-mini,default,21.262009620666504,ok,True,"SELECT City, Climate FROM Weather WHERE Climate LIKE '%temperate%'","New York, temperate, Warsaw, temperate, London, temperate maritime, Paris, temperate"
WHere is it the hotest?,gpt-4o-mini,default,21.068378925323486,ok,False,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%honest%'",
Where is the sky clear?,gpt-4o-mini,default,20.7737364768982,ok,True,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%clear%'","Tokyo, clear, Buenos Aires, clear"
Where is it 20 degrees?,gpt-4o-mini,default,21.354061126708984,ok,True,"SELECT City, Temperature FROM Weather WHERE Temperature = 20","Toronto, 20, Johannesburg, 20"
What is the average temperature in sunny cities?,gpt-4o-mini,default,21.326369524002075,ok,False,SELECT AVG(Temperature) FROM Weather WHERE Weather LIKE '%sunny%',26
Where is it raining?,gpt-4o-mini,default,20.760650634765625,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,default,20.95263695716858,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature DESC","Phoenix, 35"
What is the temperature in Warsaw?,gpt-4o-mini,default,21.144088745117188,ok,True,SELECT Temperature FROM Weather WHERE City LIKE '%Warsaw%',16
Which cities have tropical climate?,gpt-4o-mini,default,21.105599403381348,ok,True,"SELECT City, Climate FROM Weather WHERE Climate LIKE '%tropical%'","Houston, humid subtropical, Bangalore, tropical savanna, Tokyo, humid subtropical, Sydney, humid subtropical, Rio de Janeiro, tropical, Mumbai, tropical monsoon, Buenos Aires, humid subtropical, Johannesburg, subtropical highland"
Is it cloudy in Berlin?,gpt-4o-mini,default,21.52442455291748,ok,False,SELECT Weather FROM Weather WHERE City LIKE '%Berlin%' AND Weather LIKE '%cloudy%',
What's the temperature in Fort Worth?,gpt-4o-mini,default,21.202505350112915,ok,False,"SELECT Temperature, City FROM Weather WHERE City LIKE '%Fort Worth%'",
Where is it the coldest?,gpt-4o-mini,default,20.99946689605713,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,gpt-4o-mini,default,21.78948760032653,ok,True,"SELECT City, Climate FROM Weather WHERE Climate LIKE '%temperate%'","New York, temperate, Warsaw, temperate, London, temperate maritime, Paris, temperate"
WHere is it the hotest?,gpt-4o-mini,default,1.2875690460205078,ok,False,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%honest%'",
Where is the sky clear?,gpt-4o-mini,default,21.172077417373657,ok,True,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%clear%'","Tokyo, clear, Buenos Aires, clear"
Where is it 20 degrees?,gpt-4o-mini,default,21.530308723449707,ok,True,"SELECT City, Temperature FROM Weather WHERE Temperature = 20","Toronto, 20, Johannesburg, 20"
What is the average temperature in sunny cities?,gpt-4o-mini,default,20.997315168380737,ok,False,SELECT AVG(Temperature) FROM Weather WHERE Weather LIKE '%sunny%',26
Where is it raining?,gpt-4o-mini,schema_only,21.928438425064087,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,schema_only,22.25647473335266,sql_error,False,,
What is the temperature in Warsaw?,gpt-4o-mini,schema_only,2.6509714126586914,sql_error,False,,
Which cities have tropical climate?,gpt-4o-mini,schema_only,22.15083265304565,sql_error,False,,
Is it cloudy in Berlin?,gpt-4o-mini,schema_only,2.3855295181274414,sql_error,False,,
What's the temperature in Fort Worth?,gpt-4o-mini,schema_only,21.770949363708496,sql_error,False,,
Where is it the coldest?,gpt-4o-mini,schema_only,22.520509004592896,sql_error,False,,
Which cities have temperate climate?,gpt-4o-mini,schema_only,2.189716339111328,sql_error,False,,
WHere is it the hotest?,gpt-4o-mini,schema_only,22.588103532791138,sql_error,False,,
Where is the sky clear?,gpt-4o-mini,schema_only,22.154677867889404,sql_error,False,,
